credit_score,monthly_income,max_rent,employment_years,prior_evictions,signed_lease
754,11578,5173,7,0,0
753,14225,3522,10,0,1
508,6436,2753,7,0,0
638,11807,2815,2,0,1
509,3575,4954,6,0,0
713,6376,5624,6,0,0
772,7115,3502,1,0,0
823,15599,5421,8,0,0
547,9765,4855,2,0,0
610,8879,4595,1,0,0
652,12616,1416,11,0,1
622,16392,4516,2,0,1
601,11618,2559,1,0,1
740,7152,4974,14,0,0
820,9292,5477,7,0,1
690,12973,5629,4,0,1
716,11747,5806,2,0,0
550,9956,5678,4,0,0
791,7174,3096,10,0,1
580,3041,5627,10,1,0
587,4661,2099,7,0,0
693,4751,1841,6,0,1
603,11744,5929,5,0,1
770,17478,4827,13,0,1
595,7069,1395,12,0,1
697,5244,3093,0,0,0
500,17088,4475,9,0,1
666,14561,5250,0,0,0
625,15692,5753,0,1,0
812,8541,3504,13,0,1
580,15173,4800,9,0,0
750,14849,4543,13,0,1
668,15302,3256,7,0,1
572,15217,4008,7,0,1
640,7175,2424,13,0,1
569,4060,2086,6,0,0
761,14454,1592,5,0,1
839,3664,2875,3,0,0
807,17578,4390,0,0,1
744,7919,3646,14,1,0
502,5222,5105,14,0,0
836,13050,4538,8,0,0
562,2970,4791,14,0,0
548,12108,4966,0,0,1
575,16453,3727,3,0,0
674,3968,3381,2,0,0
608,10425,4964,6,0,0
682,3308,1554,4,0,0
691,10863,3831,4,0,0
564,9219,2721,3,0,1
836,14818,3872,0,0,0
770,14834,4378,4,0,1
599,14917,3537,3,0,1
531,13091,1828,13,0,1
627,7573,3879,9,0,0
838,10512,5622,12,0,1
542,4145,2638,7,0,0
577,16392,2621,1,0,1
813,10749,2326,7,0,1
788,3629,3883,0,0,0
769,17647,2980,12,0,1
661,3853,2731,3,0,0
688,3267,3114,2,1,0
746,6395,2432,4,0,1
715,11374,3156,12,0,1
814,5954,1592,4,0,1
838,12700,2025,4,0,1
667,9829,4163,11,0,0
838,17832,3595,3,0,1
692,17121,5345,7,0,1
782,13834,2992,2,0,1
835,4290,4264,11,0,0
512,12169,2563,3,0,1
739,3385,3548,0,0,1
819,10234,4751,6,0,1
646,6406,4828,0,0,0
703,6992,4536,14,1,0
579,12230,2765,1,0,0
542,4573,4867,10,0,0
588,2812,3413,6,0,1
647,8769,5296,0,0,0
594,16376,2219,10,0,1
650,7817,2484,2,0,0
501,3310,1262,12,0,1
521,12927,3730,5,0,1
812,9341,4592,5,0,0
827,13549,4472,5,0,1
506,13455,3469,10,0,1
705,4532,5447,12,0,1
613,12199,1843,1,0,0
771,15237,5921,1,0,0
582,13262,1416,5,0,0
678,12586,1395,9,0,1
709,16165,5064,4,0,1
827,9629,4473,13,0,0
623,5205,3894,6,0,0
612,11288,4412,6,0,0
511,4647,3955,4,0,1
625,3115,2721,7,0,0
552,3447,2280,9,0,0
830,8177,1921,5,0,1
782,7151,2762,14,0,1
639,15065,1839,4,0,1
596,14456,5460,3,0,1
504,10366,5510,6,0,0
556,4513,4987,3,0,0
833,6197,4936,4,0,0
568,2990,1289,4,0,0
617,6850,4121,0,0,0
558,4928,2451,14,0,0
532,7487,2302,0,0,1
817,11233,5903,2,0,0
549,11979,1548,14,0,0
518,12325,5113,13,0,0
713,7420,5252,10,0,0
696,5426,4141,2,0,0
546,12044,1445,1,0,0
666,9782,1471,11,0,1
788,6876,3230,1,0,0
640,11990,5698,5,0,0
583,7368,4387,12,0,1
681,9486,4706,0,0,0
578,9362,2665,5,0,1
714,14659,2395,4,0,1
513,6923,4287,5,0,0
714,12950,4208,4,0,1
627,9370,5023,6,0,0
809,15710,2814,0,0,1
747,15339,2326,12,0,1
528,10659,5579,2,0,0
779,4573,1716,5,0,0
837,8670,3865,0,0,1
818,3201,2501,12,0,0
701,17942,1811,10,0,0
556,12611,1949,10,0,0
717,10613,3056,6,0,0
561,9325,1599,3,0,1
656,13152,2726,2,0,0
701,14954,3224,9,0,1
516,10367,1519,8,0,0
821,6764,1535,0,0,1
505,10468,3298,7,0,0
557,10646,1373,0,0,0
824,15016,5219,12,0,0
817,16790,2841,13,0,1
668,10276,1700,4,0,1
581,11058,4846,9,0,0
718,11219,3563,7,0,1
676,7386,3056,5,0,0
703,14410,4352,6,0,1
570,14301,3096,10,0,1
765,6435,2918,7,1,0
597,7119,2978,12,0,1
844,7691,5992,5,0,1
790,16456,4257,10,0,1
707,12845,3913,5,0,1
501,9375,5028,10,0,0
623,12600,5947,5,0,0
779,13704,2294,4,0,1
573,10356,1245,7,0,0
665,7901,2645,12,0,0
521,14920,3396,1,0,1
653,17369,4401,6,0,1
794,5522,1655,14,0,0
718,17104,2862,3,0,1
656,14175,4124,0,0,0
729,13412,2165,12,0,1
519,8238,2728,4,0,0
540,17626,4176,2,1,0
647,8484,4271,3,0,0
607,4270,3721,6,0,0
583,14805,2326,4,0,1
821,12469,4604,13,0,0
808,14904,5692,14,0,1
789,11489,3543,3,0,1
822,5715,1306,0,0,1
633,14480,3777,5,0,0
706,9194,4354,10,0,1
782,5476,5583,9,0,1
765,6237,5253,5,0,1
572,12403,1414,6,0,1
547,3252,5639,0,0,0
825,13161,5489,13,0,0
732,14661,5453,3,0,0
599,3892,1664,11,1,0
558,9289,3572,8,0,0
757,13297,1791,14,0,1
564,16885,3388,11,0,1
582,3177,2083,13,0,1
653,2605,5358,9,1,0
765,13979,1503,5,0,1
808,7253,5691,1,0,1
578,4446,1533,3,0,0
814,8044,4033,5,0,0
649,3595,5706,3,0,0
547,15775,3531,14,0,1
747,9485,5761,9,0,1
777,16596,1279,6,0,1
597,4282,4963,11,0,0
524,7041,4031,12,0,0
783,16736,3177,2,0,1
800,5757,1932,5,0,0
567,8713,5176,12,0,1
506,12689,3017,14,0,0
804,16985,2584,11,0,1
636,7369,3324,3,0,0
663,4061,2398,2,1,0
582,6506,3492,11,0,0
637,12367,5417,2,1,0
572,11814,1384,13,0,1
736,6481,5327,1,0,0
545,11993,2197,10,0,1
605,8182,3186,2,0,0
787,8282,4009,12,0,1
761,3443,5864,11,0,0
675,7050,3557,13,0,0
665,15915,2879,9,0,0
644,11637,4239,0,1,0
829,3100,3711,14,0,0
782,13392,4727,2,1,0
553,15512,4226,8,0,1
677,8876,3945,3,0,0
743,12109,5373,14,0,1
840,4024,3781,2,0,1
626,6266,5403,7,0,1
770,2750,4011,0,0,1
631,12236,5290,4,0,0
592,2578,1569,0,0,0
572,5623,4943,6,0,1
747,11589,3204,4,0,1
847,9564,2903,14,0,1
772,15568,4524,1,0,1
542,10917,1640,11,0,1
540,15862,4457,13,0,0
669,3709,4106,0,0,0
711,7653,1426,10,1,1
667,7398,3601,14,0,0
538,15529,5918,6,0,1
744,4678,2224,11,0,0
650,17858,4691,0,0,0
610,13371,5456,2,0,1
546,10110,2070,10,0,0
562,13577,4399,14,0,0
724,13498,2945,5,0,1
568,11395,1643,14,0,0
798,5044,5758,5,0,1
789,8022,1672,14,0,1
795,4870,1279,6,0,1
702,5781,1439,10,0,1
560,7210,5852,13,0,0
817,2828,1789,10,0,1
813,16183,2560,0,0,1
660,8079,3084,6,0,0
830,6728,3516,1,0,1
515,15622,5630,5,0,0
837,9294,1511,12,0,1
593,2620,2276,7,0,1
803,9249,1233,12,0,1
637,16263,3041,4,0,0
837,3464,5681,9,0,1
537,6724,1448,2,0,0
626,17950,2334,10,0,1
774,6175,1575,7,0,1
663,8194,1923,7,0,1
818,4576,3113,3,0,1
576,9365,5497,7,0,0
673,8143,3692,4,0,0
820,11024,3142,12,0,1
590,14060,5204,10,0,0
737,7749,3544,4,0,1
763,3816,2531,2,0,0
678,3696,5788,14,0,0
708,17779,1537,6,0,1
572,17883,3065,10,0,0
606,5670,4337,13,0,0
844,12121,1991,10,0,1
794,2855,4811,8,0,0
783,14926,4900,8,0,1
681,12218,2716,0,1,0
536,14589,5153,0,0,0
636,15985,5108,9,0,1
837,2528,3873,11,0,1
555,15718,3322,11,0,1
686,17331,4985,10,0,1
840,3513,1258,14,0,1
757,13394,3633,4,0,1
557,11519,3262,0,0,1
622,15138,2454,3,0,0
687,17389,4888,11,1,0
729,4524,4948,0,0,0
667,10990,5330,14,0,0
613,8339,5457,1,0,0
751,12557,4229,1,0,1
606,14708,4046,3,0,0
536,16003,1670,7,0,1
834,8291,5235,1,0,1
591,12803,4099,13,0,0
517,3254,2646,8,0,0
562,11461,5643,14,0,0
649,6235,5989,11,0,0
638,3738,2112,8,0,0
685,15621,5442,1,0,1
684,12905,2911,0,0,0
704,4406,1874,9,0,1
759,9899,2639,14,0,1
713,10461,3934,9,0,1
755,12256,4830,8,0,1
634,11910,1885,14,0,1
560,7101,2326,1,0,1
809,12049,5416,7,0,0
587,14531,3666,13,0,1
823,17628,3597,2,0,0
706,17668,5337,0,0,1
628,3960,4638,10,1,0
810,10169,5324,0,0,0
502,17693,2165,9,0,0
741,14677,2119,1,0,0
620,3916,4072,6,0,0
601,13545,2708,11,0,0
537,10266,2412,5,0,1
840,15960,2071,11,0,1
632,15548,5590,10,0,0
701,15620,4454,1,0,1
847,3928,2063,3,0,0
520,6878,5153,1,0,0
741,10029,4308,0,0,0
608,6974,4255,11,0,1
802,14985,5194,2,0,1
583,13754,3882,14,0,0
582,5571,5890,3,1,0
790,3055,1813,9,0,1
568,11047,3072,4,0,1
628,4063,4354,4,0,0
695,14192,5760,14,0,0
639,3540,4573,6,0,0
782,5186,4391,13,0,0
811,15166,1767,14,0,1
733,15467,5333,9,0,1
522,5053,1444,7,1,0
652,4279,1220,8,1,0
776,15686,1593,11,0,1
560,2575,5014,6,0,0
818,6826,3255,4,0,1
551,8335,4715,8,0,0
843,7557,3575,7,0,0
652,14011,3110,9,0,0
736,4849,1489,8,0,1
810,5273,3758,9,0,0
801,4762,1560,7,0,0
531,5729,2822,5,0,0
554,12808,5514,3,0,0
535,2892,5294,8,0,0
609,3608,3653,11,0,0
676,6862,3215,8,0,1
813,7688,3240,9,0,0
794,11302,3244,9,0,1
835,16158,4000,8,0,1
596,15796,4170,13,0,1
712,7557,2031,9,1,0
816,13467,2993,2,0,1
636,6498,4892,10,0,0
505,11364,2991,11,0,1
608,9066,4041,14,0,0
534,6177,5890,2,0,0
538,8296,3354,10,0,0
649,16950,1780,5,0,1
617,8863,4053,5,0,1
760,10623,3436,14,0,1
586,10722,5376,12,0,0
575,10190,3355,14,0,0
812,16154,2544,12,0,1
713,3900,1545,5,0,0
784,15941,3086,4,1,0
738,6571,1754,13,1,0
664,11308,4970,4,0,1
586,15326,5597,1,0,0
640,5286,1399,13,0,1
659,9669,4140,6,1,0
545,3370,4690,11,0,0
611,6696,1506,3,0,1
544,14296,4275,13,0,1
746,17917,2856,2,0,1
603,12104,3892,7,0,0
584,5239,2964,3,0,0
633,3440,1475,14,0,0
607,2840,4561,10,0,0
517,13600,2601,3,0,0
593,15831,5933,7,0,1
649,9922,2975,0,0,0
745,6633,4581,8,0,1
788,3159,5250,13,0,0
708,12725,4660,6,0,1
625,12252,3080,14,0,1
734,5957,5035,11,0,1
621,12348,5478,1,0,0
637,5475,3044,10,0,0
614,11741,4577,11,0,0
661,2953,1271,5,0,0
700,12396,2876,7,0,1
733,10684,2495,10,0,0
527,7942,2243,4,0,0
510,13476,3825,5,0,0
705,3318,4242,11,0,1
666,7368,2014,9,0,1
746,2512,3394,7,0,0
546,17750,4700,12,0,1
745,14671,1509,5,1,1
626,10227,3261,11,0,1
646,3420,5427,8,0,0
617,7420,3077,14,0,0
651,4918,4002,11,0,0
571,12006,3686,8,0,1
636,8975,4945,8,0,0
674,14369,1994,5,0,1
788,17096,5214,11,0,1
518,4517,5553,14,0,1
694,10457,4607,11,0,0
829,11920,3656,8,0,1
674,7292,3051,2,0,1
640,9330,2174,4,0,0
745,15737,2247,1,0,1
592,4934,5566,11,0,0
738,5368,5437,12,0,1
704,13207,4989,12,0,0
547,3938,4221,7,0,0
744,14856,5569,10,0,1
819,6043,5229,12,0,1
816,13867,1664,3,0,1
794,4281,1487,5,0,1
627,8843,4395,5,0,0
843,4763,2075,4,1,0
781,12661,3192,11,0,1
516,2711,4125,11,0,0
570,11199,2320,0,0,1
768,8659,1646,10,0,1
824,16309,4032,6,1,0
781,9527,4768,9,1,0
804,2831,4096,14,0,1
506,9360,1921,7,0,0
813,10544,3363,0,0,1
804,10669,3782,9,0,1
602,11242,2551,6,0,0
808,8220,5180,3,0,1
692,11633,5702,5,0,0
740,17091,4584,8,0,1
561,17827,2925,14,0,1
516,3227,1893,4,1,0
670,7475,4613,7,1,0
524,13554,1694,4,0,1
750,5743,2147,1,0,0
752,3148,1222,3,0,0
706,7595,2328,13,0,1
528,16309,1757,1,0,1
616,9114,2816,6,0,1
781,13429,4930,6,1,0
643,16400,2856,13,0,1
524,13439,5373,14,0,0
809,17342,2006,2,0,1
655,9635,4512,13,0,0
572,3509,1653,12,0,0
619,4050,4175,6,0,1
811,11495,3524,14,1,0
820,14772,2647,0,0,1
592,17666,3761,0,0,1
585,9992,3711,8,0,0
835,15001,4071,5,0,1
617,14956,1562,12,0,1
732,5901,4654,13,0,1
698,9947,3998,11,0,0
705,15765,5820,4,0,1
838,7924,4653,12,0,0
646,6741,4455,5,0,1
770,16586,2417,5,0,0
638,15303,2685,0,0,0
680,5661,3303,4,0,0
529,15240,3736,8,0,1
556,6655,3055,3,0,0
731,9978,2407,2,0,1
645,11219,2648,0,0,1
547,13990,2707,13,0,1
693,11715,2203,14,0,0
723,9117,2125,1,0,1
635,8160,1283,2,0,1
521,14426,4942,3,0,0
505,17592,5127,6,0,1
703,17617,2742,5,0,1
738,15890,2185,10,0,1
684,11124,5431,7,0,0
791,3676,2108,13,0,0
834,10456,4108,8,0,1
719,11092,5885,14,0,1
615,12796,3937,5,0,0
812,13742,3786,6,0,1
548,4733,2343,3,0,0
672,13137,2531,1,0,0
581,7200,4548,8,0,0
821,13527,2753,8,1,0
832,16993,3542,14,0,1
544,8406,3006,3,0,0
834,10360,3300,11,0,1
519,10026,2005,2,0,1
720,8059,5347,9,1,0
622,9232,3975,13,0,0
733,5013,1271,10,0,0
720,10330,1227,5,0,1
822,17281,1668,13,0,1
838,12465,5183,13,0,1
502,9444,1963,2,0,0
681,10410,2624,0,0,1
705,8149,3448,3,0,0
819,3596,5032,0,0,0
539,11620,5260,1,0,0
558,4451,5270,2,0,0
561,12665,2875,7,0,1
631,16852,1759,9,0,0
559,12246,5674,3,0,0
830,13470,5031,3,0,1
621,15113,3118,12,1,0
606,11686,1278,9,0,1
595,10299,4847,8,0,0
846,11304,2231,6,0,0
734,13285,3272,1,0,0
561,3095,5745,2,0,0
755,15708,2684,3,0,1
548,10375,3445,3,0,1
847,11533,2750,9,0,1
658,16013,5985,7,0,0
623,6939,5882,9,0,0
816,8472,3029,13,0,1
706,3358,4951,9,0,0
547,8019,5922,5,0,0
635,9885,3231,2,0,1
700,11136,5659,10,0,0
749,12480,5056,8,1,0
813,6817,3382,9,0,0
817,5954,5669,7,0,0
794,14644,3294,8,0,1
813,15379,5103,14,0,1
708,3530,4232,4,0,0
710,11987,2748,2,0,1
691,10406,1567,3,0,1
543,15805,1264,13,0,1
528,12755,4499,12,0,0
558,3947,3235,11,1,0
570,12737,4063,4,0,1
591,15311,3076,8,0,1
764,5350,3428,8,0,1
719,14516,1796,13,0,1
714,12760,4806,2,0,0
776,14453,3874,6,0,1
563,10606,5089,5,0,0
845,12967,4706,14,0,1
791,9651,3034,3,0,1
744,12500,2595,4,0,1
561,12003,2786,13,0,1
831,9452,1311,14,0,1
669,17993,1652,9,0,0
768,6555,4003,1,0,0
766,7902,3831,10,0,1
553,13143,3386,6,0,1
515,11781,5548,13,0,0
507,4172,3204,3,0,0
603,14367,2659,1,0,0
558,7032,3142,10,1,0
812,7424,4693,5,0,1
539,17769,3057,10,0,0
736,15046,1261,11,0,1
593,12695,2694,1,0,1
721,8585,2380,9,0,1
703,14890,3988,1,0,1
637,15780,3075,6,0,1
799,10234,3408,0,0,1
706,7364,5836,6,0,1
835,11816,5921,9,0,0
580,3721,1305,4,0,0
717,5360,2354,0,0,0
501,12965,4628,5,0,1
677,13682,5287,6,0,0
845,13202,2908,0,1,0
778,10928,4023,8,0,1
645,17885,5125,14,0,1
817,11836,3108,6,0,1
723,17341,3249,0,0,1
561,5753,5664,2,0,0
793,6282,2474,4,0,0
738,9457,2145,3,0,1
694,3266,5104,1,0,0
665,5181,3427,14,0,0
721,10210,4996,0,0,0
560,9982,1492,3,0,1
628,7586,5879,6,0,0
672,10464,3422,10,0,1
655,5165,5173,3,0,0
609,12451,3691,8,1,0
768,17108,3675,13,0,1
777,17067,4929,7,0,1
573,14183,1627,7,0,1
706,13507,4172,4,0,1
778,6013,1306,11,0,1
825,2995,4819,14,0,1
839,15835,5954,0,0,0
839,13872,4533,14,0,1
703,8322,5192,8,0,0
660,17337,2425,1,0,0
527,14622,5204,5,1,0
756,4572,5450,9,0,0
664,17123,4568,13,0,1
562,10295,2095,4,0,1
521,11029,5105,9,0,0
569,6449,2820,12,0,0
595,8533,5063,14,1,0
662,13800,3492,7,0,1
578,12509,2585,10,0,1
504,10828,5099,2,1,0
815,5055,4792,5,0,0
619,8870,3633,5,0,0
801,6915,4006,9,0,1
677,8459,4583,2,0,0
675,11607,2501,11,0,1
716,15993,1958,11,0,1
555,8493,1946,14,0,1
686,16921,1792,11,0,0
731,14230,4086,6,0,1
754,7521,5311,10,0,1
603,12792,2268,3,0,1
576,5407,4507,4,0,0
729,5414,1902,8,0,0
757,16046,5908,5,0,0
763,12674,1304,9,0,1
830,6370,2697,14,0,0
681,15220,5033,12,0,1
755,14259,1595,3,0,0
537,11690,4717,7,0,0
675,12839,3853,8,1,0
526,7585,4491,9,0,1
775,15386,3210,4,0,0
639,9046,5081,1,0,0
798,2895,3188,14,0,0
786,14290,5737,14,0,0
590,15202,2868,5,0,1
560,3438,5962,10,0,1
846,12328,2251,14,0,1
662,13416,4041,11,0,1
642,5010,5923,7,0,1
752,7136,4784,12,1,0
768,4149,1547,4,0,1
790,6190,2463,0,1,0
686,16733,5865,7,0,0
803,5935,3942,8,0,0
790,5701,3273,0,0,0
585,6679,4348,7,0,1
665,15058,2551,9,0,0
613,12983,4021,11,0,1
682,15175,5027,1,0,0
706,10905,1869,3,0,1
755,17653,3846,12,0,1
734,5737,1466,14,0,1
502,6362,2638,14,0,0
707,2558,3893,1,1,0
696,16413,2222,1,0,1
840,13622,3237,9,0,1
624,7438,1764,2,1,0
637,5471,2259,13,0,0
838,12219,2624,7,0,1
524,16517,5323,3,0,0
567,10814,1419,6,0,1
560,14411,1605,11,0,1
528,12128,2837,9,0,1
518,11854,3518,2,0,0
670,13992,2959,9,0,1
573,5845,2874,11,0,0
560,4986,1991,13,0,0
652,17857,4782,14,0,0
775,3061,2509,13,0,0
547,6481,5033,12,0,0
710,8761,5612,10,0,1
842,4237,2530,13,0,1
638,11596,5646,2,0,0
609,6054,1710,1,0,1
682,15182,3772,12,0,1
527,12418,5129,11,0,0
696,13615,1691,5,0,1
690,14223,2817,5,0,0
814,14598,3256,0,0,1
550,16504,2720,6,0,1
648,11626,2783,11,0,1
767,15889,2775,13,0,1
549,9595,5146,13,0,0
745,16223,2961,3,0,1
612,10766,3191,12,0,0
669,2794,4379,10,0,0
665,10712,4526,11,0,1
513,13934,2246,2,0,0
702,11730,4092,12,0,1
787,7830,3813,12,0,0
688,7155,5092,7,0,0
654,3609,5344,1,0,0
554,15960,1661,8,0,0
681,6271,5631,12,1,0
709,11063,2581,7,0,1
574,8623,2345,7,1,0
776,10147,4715,12,0,1
632,15605,5654,2,0,0
842,3674,1392,12,0,0
558,3664,4734,3,0,1
844,11784,1955,1,0,0
681,11975,2884,1,0,0
838,12703,3725,3,1,0
820,11537,2027,5,0,1
563,12683,2089,4,0,1
826,11212,5948,14,0,1
759,6966,3655,0,0,1
692,8038,3533,12,0,0
642,14888,1310,9,0,1
603,15448,5915,0,0,0
713,16469,1992,14,0,1
741,9611,5883,5,0,1
708,10934,3843,2,0,0
592,5300,4614,2,1,0
641,7107,2509,6,0,0
611,13588,1496,12,0,0
558,13294,2829,12,0,1
542,9762,1768,0,0,1
706,12965,5905,0,0,0
767,4041,5311,13,0,1
795,17049,1271,12,0,1
617,5265,5565,9,0,0
519,12806,5582,2,0,0
721,6991,1265,13,0,1
665,15399,2079,7,0,1
630,5583,1267,0,0,1
655,7856,2416,9,0,0
683,4357,4227,12,0,0
589,3269,4439,3,0,0
593,3922,4680,8,0,0
512,11098,1707,13,0,0
821,5472,4914,3,0,0
792,4372,4084,9,0,0
729,8099,2325,7,0,1
821,13386,2085,6,0,1
791,4769,4041,2,0,0
525,7775,5077,6,0,1
574,7249,3725,14,0,0
798,9071,2125,6,0,1
649,11873,5415,9,0,1
647,7572,3138,2,0,0
507,12131,5014,1,1,0
528,13745,4562,14,0,0
795,17206,5783,8,0,1
708,7963,4432,14,0,0
627,14025,4944,0,0,0
839,9950,4665,13,0,1
615,13589,1640,6,0,1
643,13595,4811,3,0,0
817,10920,1661,1,1,0
734,6459,1811,14,0,1
506,17115,4671,1,1,0
544,12585,4363,7,0,0
738,3813,1205,6,0,1
654,10347,5976,11,0,0
680,3570,5170,6,0,0
714,11666,4058,4,0,0
587,12430,3806,13,0,1
755,5785,1298,9,0,1
572,11449,1725,7,0,0
678,5595,2380,13,0,1
711,2820,2889,1,0,1
792,4821,2338,1,1,0
733,3055,5691,4,0,1
738,7439,4271,14,0,0
722,7932,4127,0,0,0
618,3886,3992,5,0,0
812,7263,5978,3,0,1
763,13739,1214,5,0,1
706,13119,3615,6,1,0
594,9354,3885,12,0,0
721,16730,4100,2,1,0
775,12696,2436,10,0,0
730,12622,5300,12,0,1
808,10137,4420,7,0,1
618,7341,2807,6,0,0
767,15462,4763,12,0,1
772,12855,4497,0,0,1
563,17440,3833,5,0,0
797,15853,5090,6,0,1
849,6367,5464,13,0,0
510,13118,4008,10,0,1
597,6293,1991,14,0,1
570,9873,2199,3,0,1
557,5013,1351,13,0,0
789,6303,4263,1,0,1
750,4827,5799,9,0,0
775,11309,3291,8,0,1
549,4665,5799,6,1,0
715,5808,5282,0,1,0
551,8952,5226,7,0,0
770,10567,4177,14,0,1
583,10142,2042,2,0,0
792,16935,5646,3,1,0
625,8904,4993,11,0,1
795,3492,3270,4,0,1
571,7924,2859,0,0,0
795,12069,1797,14,0,1
735,6881,3713,5,0,0
555,17163,5335,9,0,1
609,5674,5470,5,0,0
691,16898,4803,1,0,1
592,7282,2416,10,0,0
849,11997,3491,9,0,1
555,8060,5011,5,0,0
559,9960,2131,7,0,0
637,15525,3338,5,0,1
538,5578,5202,3,0,0
527,13378,4178,14,0,0
548,5483,5092,3,1,0
624,9759,5795,8,0,0
512,8554,4118,5,0,1
535,16682,3764,7,0,1
600,5023,2963,7,0,1
781,14274,3370,6,0,1
585,12177,1535,2,1,0
503,12792,2376,9,0,1
722,17589,4221,0,0,1
837,7081,1978,4,0,1
665,14407,2385,12,0,0
843,8109,4485,14,0,1
777,4501,4647,9,0,1
629,3887,5191,9,0,1
530,13875,3670,14,1,0
510,9052,2138,1,0,0
801,3530,5206,11,0,1
595,12457,3135,9,0,1
689,15455,1833,12,0,1
691,3720,2453,1,1,0
765,15622,2282,13,0,1
627,15663,3343,6,0,0
737,14498,2485,10,0,1
611,13106,1553,12,0,0
815,15789,3085,2,0,0
842,15037,3018,12,0,1
644,8535,3720,7,0,0
564,12310,5208,8,1,0
746,11955,4222,13,0,0
722,9023,3784,12,0,1
812,10574,2747,7,1,0
605,11563,5218,5,1,0
680,3334,5404,4,0,0
683,13514,2568,2,0,1
725,11610,4537,2,0,0
764,4224,2957,6,0,0
777,9098,2717,12,0,1
588,4913,4684,4,0,1
675,12005,4885,11,0,1
517,8493,4252,13,0,0
605,6998,3896,5,0,0
770,4605,1390,13,0,1
818,5068,2132,5,0,1
666,16115,5437,8,0,0
512,11830,4438,0,0,0
836,2709,3415,7,0,0
531,11756,1765,9,0,0
539,7411,2334,12,0,1
647,4720,1943,12,0,0
717,2733,1872,4,0,1
718,3292,4111,12,0,1
581,16695,1730,5,0,0
832,16401,4221,5,0,1
707,17628,1761,0,0,1
700,5610,1501,2,0,0
831,4666,4967,11,0,1
537,11026,5480,5,0,0
710,12051,1709,13,0,1
826,16427,4645,14,0,1
748,7693,3403,13,0,0
726,3714,4034,10,1,0
547,6919,1994,10,0,1
517,17846,3679,8,0,0
794,9814,2723,5,0,1
695,16578,3394,14,0,0
686,10975,3728,11,0,0
844,2712,1634,12,0,0
723,4158,3238,5,0,0
817,14770,2906,0,0,1
836,16529,1268,8,0,1
728,7524,3104,3,0,1
576,15539,5159,14,0,1
687,12109,4151,1,0,0
845,13078,5849,0,0,1
769,8417,3913,2,1,0
594,7641,4569,2,1,0
809,4294,5795,4,0,0
631,8488,4927,0,0,0
538,10796,3604,6,0,0
571,16277,4525,12,0,1
780,8078,4746,0,0,0
832,8051,3503,3,0,1
659,15557,4881,5,0,0
686,17551,4421,14,0,1
690,14585,5574,0,0,0
619,6345,2282,6,0,0
719,14382,1645,9,0,1
552,9406,2792,14,0,1
721,16747,3975,6,0,1
630,16815,5016,2,0,1
736,13984,4253,3,0,1
745,2878,2790,5,1,0
725,5793,3431,13,0,1
707,5829,2761,10,0,0
595,7308,5472,6,0,0
699,14130,4846,13,0,0
746,10437,4438,12,0,1
571,16160,2800,3,0,1
817,2724,3256,9,0,1
684,16525,5531,10,0,0
505,3237,1909,8,0,1
705,2735,4171,8,0,0
531,14970,3932,8,1,0
598,3211,1993,11,1,0
755,8488,4299,9,0,1
686,17279,4055,5,0,0
575,4388,1226,1,0,0
676,15410,4467,1,0,0
814,9673,1284,10,0,1
786,3759,4301,3,0,0
848,7746,2322,8,0,1
754,9771,1211,2,0,0
824,3248,2948,5,0,1
689,14678,4309,1,0,1
807,6051,3076,14,0,0
844,16990,3819,0,0,1
626,8900,1379,11,0,1
786,17070,1996,4,0,1
753,9143,5013,7,0,1
712,17124,3224,9,0,1
749,11201,4417,9,1,0
583,16363,2086,1,0,0
512,4323,3668,9,0,1
544,9352,4587,8,0,0
626,15572,2719,11,0,1
613,13633,3632,7,0,1
775,17611,2116,2,0,1
704,17133,3270,0,0,1
836,10277,5176,3,0,1
772,6732,2981,7,0,1
557,9019,1538,2,1,0
827,12826,2716,9,0,0
718,4277,4070,11,0,0
608,3722,4782,1,0,0
778,10130,2114,6,0,1
673,17272,4490,3,1,0
827,16121,5770,5,0,0
763,14359,2646,4,0,1
814,4277,2579,1,0,0
610,11996,2683,9,0,1
686,9990,3274,1,0,0
768,7359,2000,13,0,1
728,11393,2446,8,0,1
655,10618,3937,10,0,0
688,5489,4695,9,0,1
771,10843,4457,1,0,0
501,3825,5077,7,0,0
745,11993,2181,7,0,1
709,14414,3676,0,0,1
785,12403,3288,0,0,1
512,7627,4152,12,0,0
595,11498,2211,3,0,1
720,15022,4664,1,0,1
737,5222,3950,11,0,0
593,7156,3326,14,0,0
837,3825,5061,0,0,0
768,6633,3791,8,0,1
670,11851,2673,12,0,1
593,5369,3721,2,0,1
648,15208,2365,13,0,1
611,3742,4522,13,0,0
554,11039,1809,13,0,1
836,4331,3383,0,0,0
615,4069,3731,1,0,0
642,14627,4061,7,0,1
700,9746,5850,4,0,0
679,17583,2855,10,0,1
701,4418,2955,6,0,1
552,8916,1245,5,1,0
679,5732,2459,12,0,0
812,6258,5838,0,0,0
807,8497,4432,5,0,1
636,4855,2651,10,0,1
681,12089,3318,6,0,0
500,17811,3767,3,0,1
543,13472,3192,7,0,1
726,17868,4323,7,1,0
830,4324,3540,6,0,1
597,13183,2688,10,0,0
707,9780,2773,14,0,1
764,6560,3627,1,1,0
787,7824,2966,5,0,1
770,2904,4749,5,0,0
